dialogue,duration,word_count,has_qmark,has_exclaim,has_ellipsis
"Oh, we are not prepared for this.",2.168,7,0,0,0
You eggheads have the survival skills of a Boy Scout troop.,3.461,11,0,0,0
"Well, we got this far on our brains. Farther than any human in history.",3.252,14,0,0,0
"Well, not far enough!",1.584,4,0,1,0
And now we're stuck here till there won't be anyone left on Earth to save.,3.503,15,0,0,0
"I'm counting every minute, same as you, Cooper.",2.668,8,0,0,0
Is there any possibility...,1.835,4,0,0,1
some kind of a way we can maybe all jump in a black hole?,3.628,14,1,0,0
Gain back the years?,1.667,4,1,0,0
Don't shake your head at me.,1.5,6,0,0,0
"Time is relative, okay?",2.001,4,1,0,0
"It can stretch and it can squeeze, but...",3.043,8,0,0,1
it can't run backwards. it just can't.,2.21,7,0,0,0
"The only thing that can move across dimensions, like time, is gravity.",4.42,12,0,0,0
Okay.,1.167,1,0,0,0
"The beings that led us here, they communicate...",3.877,8,0,0,1
"- through gravity, right? - Yes.",1.834,6,1,0,0
Could they be talking to us from the future?,2.168,9,1,0,0
- Maybe. - Okay. If they can...,2.251,7,0,0,1
"""They"" are beings of five dimensions.",3.252,6,0,0,0
"To them, time might be another physical dimension.",3.336,8,0,0,0
To them...,1.334,2,0,0,1
the past might be a canyon that they can climb into and the future...,4.17,14,0,0,1
"a mountain they can climb up. But to us, it's not, okay?",3.002,12,1,0,0
"Look, Cooper, I screwed up. I'm sorry.",2.418,7,0,0,0
But you knew about relativity.,1.751,5,0,0,0
Oh.,1.333,1,0,0,0
Brand...,1.167,1,0,0,1
My daughter was 10 years old.,1.918,6,0,0,0
I couldn't teach her Einstein's theories before I left.,2.794,9,0,0,0
Couldn't you have told her you were going to save the world?,2.835,12,1,0,0
No.,1.041,1,0,0,0
"When you become a parent, one thing becomes really clear.",4.17,10,0,0,0
And that is that you want to make sure your children feel safe.,3.169,13,0,0,0
And it rules out telling a 10-year-old that the world is ending.,3.752,12,0,0,0
Cooper?,1.376,1,1,0,0
"- How long for the engines, CASE? - A minute or two.",2.501,12,1,0,0
We don't have it. Helmets on!,2.084,6,0,1,0
"Brand, co-pilot, you're up.",1.792,4,0,0,0
"CASE, blow the cabin oxygen through the main thrusters!",2.502,9,0,1,0
- We're gonna spark it. - Roger that.,1.709,8,0,0,0
- Locked. - Depressurizing.,1.333,4,0,0,0
Engines up!,1.25,2,0,1,0
"Hello, Rom.",1.5,2,0,0,0
I've waited years.,1.667,3,0,0,0
How...? How many years?,1.834,4,1,0,1
- By now it must be... Twenty-three years...,2.96,8,0,0,1
"four months, eight days.",1.709,4,0,0,0
Doyle?,1.167,1,1,0,0
I thought I was prepared. I knew the theory.,3.002,9,0,0,0
Reality's different.,1.5,2,0,0,0
And Miller?,1.167,2,1,0,0
There's nothing here for us.,2.001,5,0,0,0
Why didn't you sleep?,1.5,4,1,0,0
"Oh, I had a couple of stretches. But I stopped believing you were coming back.",4.087,15,0,0,0
And something seemed wrong about dreaming my life away.,3.002,9,0,0,0
I learned what I could from the black hole...,2.835,9,0,0,1
but I couldn't send anything to your father.,2.46,8,0,0,0
"We've been receiving, but nothing gets out.",2.251,7,0,0,0
"- Is he alive? - Oh, yeah.",2.084,7,1,0,0
- Yeah? - Yeah.,1.793,4,1,0,0
We've got years of messages stored.,3.002,6,0,0,0
Cooper.,1.167,1,0,0,0
Messages span 23 years.,3.002,4,0,0,0
Play it from the beginning.,1.667,5,0,0,0
"Hey, Dad.",1.709,2,0,0,0
Checking in. Saying hi.,2.418,4,0,0,0
Um... Finished second in school.,3.461,5,0,0,1
Miss Kurling's still giving me C's though.,2.418,7,0,0,0
"Pulled me down, but second's not bad.",2.835,7,0,0,0
Grandpa attended the ceremony.,2.167,4,0,0,0
Um... Oh.,2.001,2,0,0,1
"I met another girl, Dad.",1.96,5,0,0,0
"I, uh...",1.584,2,0,0,1
I really think this is the one.,2.001,7,0,0,0
Name's Lois. That's her right there.,2.585,6,0,0,0
Murphy stole Grandpa's car.,2.001,4,0,0,0
"She crashed it. She's okay, though.",2.668,6,0,0,0
"Hey, Dad.",1.083,2,0,0,0
Look at this!,1.333,3,0,1,0
You're a grandpa.,1.5,3,0,0,0
His name's Jesse.,1.667,3,0,0,0
"I kind of wanted to call him Coop, but Lois says, uh, maybe next time.",4.587,15,0,0,0
"Donald says he's already earned the ""great"" part, so we just leave it at that.",4.42,15,0,0,0
"Oh, dear. Oh, dear.",1.792,4,0,0,0
"Say ""Bye-bye, Grandpa.""",1.625,3,0,0,0
"Bye-bye, Grandpa. Okay.",1.834,3,0,0,0
Sorry it's been a while.,2.502,5,0,0,0
Just...,1.042,1,0,0,1
what with Jesse and all.,2.001,5,0,0,0
Uh...,1.5,1,0,0,1
Grandpa died last week.,2.334,4,0,0,0
We buried him out in the back forty next to Mom and...,3.086,12,0,0,1
Jesse.,1.083,1,0,0,0
Which is where we would have buried you if you'd ever...,3.085,11,0,0,1
come back.,1.501,2,0,0,0
Murph was there at the funeral.,2.251,6,0,0,0
"We don't see her that much, but she came for that.",2.752,11,0,0,0
"You aren't listening to this, I know that.",2.418,8,0,0,0
"All these messages are just, like...",2.751,6,0,0,1
drifting out there in the darkness.,3.67,6,0,0,0
"Lois says that, uh...",2.335,4,0,0,1
I have to let you go.,2.752,6,0,0,0
"And, uh...",1.834,2,0,0,1
so...,1.083,1,0,0,1
I guess I'm letting you go.,3.085,6,0,0,0
"I don't know where you are, Dad...",2.669,7,0,0,1
but I hope that you're at peace.,2.627,7,0,0,0
Goodbye.,1.084,1,0,0,0
"Hey, Dad.",1.25,2,0,0,0
"Hey, Murph.",1.167,2,0,0,0
You son of a bitch.,1.917,5,0,0,0
I never made one of these when you were still responding...,2.502,11,0,0,1
because I was so mad at you for leaving.,2.334,9,0,0,0
"And then when you went quiet, it...",2.084,7,0,0,1
seemed like I should live with that decision. And I have.,2.835,11,0,0,0
But today's my birthday.,2.418,4,0,0,0
"And it's a special one, because you told me...",3.169,9,0,0,1
"You once told me that when you came back, we might be the same age.",4.337,15,0,0,0
And today I'm the age you were when you left.,3.085,10,0,0,0
So it would be a real good time for you to come back.,2.085,13,0,0,0
I didn't mean to intrude. It's just that I've never seen you in here before.,4.295,15,0,0,0
I've never been in here before.,2.168,6,0,0,0
I talk to Amelia all the time.,3.002,7,0,0,0
It helps.,1.334,2,0,0,0
- I'm glad you've started. - I haven't. I...,2.752,9,0,0,1
I just had something I needed to get out.,2.501,9,0,0,0
- I know they're still out there. - I know.,2.418,10,0,0,0
There are so many reasons their,1.683,6,0,0,0
communications might not be getting through.,2.516,6,0,0,0
"I know, professor.",1.417,3,0,0,0
I'm not sure what I'm more afraid of.,2.919,8,0,0,0
Them never coming back or...,2.335,5,0,0,1
coming back to find we've failed.,3.21,6,0,0,0
Then let's succeed.,1.417,3,0,0,0
So...,1.041,1,0,0,1
back to the fourth iteration. Let's run it through some new fields.,4.003,12,0,0,0
"With respect, professor, we've tried that hundreds of times.",3.169,9,0,0,0
"It only has to work once, Murph.",3.669,7,0,0,0
Every rivet that they strike could have been a bullet.,3.878,10,0,0,0
We've done well for the world here...,2.001,7,0,0,1
whether or not we crack the equation before I kick the bucket.,4.753,12,0,0,0
"- Don't be morbid, professor. - I'm not afraid of death.",2.877,11,0,0,0
I'm an old physicist.,1.834,4,0,0,0
I'm afraid of time.,1.667,4,0,0,0
Time.,1.167,1,0,0,0
You're afraid of time.,1.667,4,0,0,0
We've been trying to solve the equation...,2.001,7,0,0,1
without changing the underlying assumption about time.,2.501,7,0,0,0
- And? - And that means...,1.709,6,1,0,1
each iteration is an attempt to prove its own proof.,4.462,10,0,0,0
It's recursive. It's nonsensical.,2.126,4,0,0,0
Are you calling my life's work...,1.917,6,0,0,1
"nonsense, Murph?",1.709,2,1,0,0
"No, I'm saying that you've been trying to...",2.043,8,0,0,1
"finish it with one arm... No, with both arms... tied behind your back.",3.794,13,0,0,1
And I don't understand why.,2.001,5,0,0,0
"I'm an old man, Murph.",1.834,5,0,0,0
Can we take this point up at another time?,2.626,9,1,0,0
I want to talk to my daughter.,2.126,7,0,0,0
Stepping out into the universe...,2.46,5,0,0,1
we must confront the reality of interstellar travel.,3.794,8,0,0,0
We must reach far beyond our own lifespans.,4.545,8,0,0,0
We must think not as individuals but as a species.,5.129,10,0,0,0
Do not go gentle into that good night,2.627,8,0,0,0
TARS kept the Endurance right where we needed her.,2.585,9,0,0,0
But the trip took years longer than we anticipated.,2.794,9,0,0,0
"We no longer have the fuel to visit both prospects, so...",3.503,11,0,0,1
we have to choose.,1.5,4,0,0,0
But how?,1.125,2,1,0,0
They're both promising.,1.668,3,0,0,0
"Edmunds' data is better, but Dr. Mann is the one still transmitting, so...",4.503,13,0,0,1
We've no reason to suspect Edmunds's data would have soured.,2.919,10,0,0,0
His world has key elements to sustain human life.,2.502,9,0,0,0
"- As does Dr. Mann's. - Cooper, this is my field.",3.169,11,0,0,0
And...,1.042,1,0,0,1
I really believe Edmunds' is the better prospect.,2.167,8,0,0,0
"- Why? - Gargantua, that's why.",3.336,6,1,0,0
"Look at Miller's planet. Hydrocarbons, organics, yes...",4.045,7,0,0,1
but no life. Sterile. We'll find the same thing on Mann's.,4.42,11,0,0,0
Because of the black hole?,1.667,5,1,0,0
Murphy's Law. Whatever can happen will happen.,3.044,7,0,0,0
Accident is the first building block of evolution.,2.334,8,0,0,0
But when you're orbiting a black hole not enough can happen.,2.835,11,0,0,0
"It sucks in asteroids and comets, other events which would otherwise reach you.",4.295,13,0,0,0
We need to go further afield.,1.835,6,0,0,0
You once said that Dr. Mann...,2.335,6,0,0,1
was the best of us.,1.501,5,0,0,0
He's remarkable. We're only here because of him.,3.168,8,0,0,0
And yet... Yet here he is.,1.834,6,0,0,1
"He's on the ground, and he's sending a very unambiguous message, telling us...",4.962,13,0,0,1
to come to his planet.,1.709,5,0,0,0
"Granted, but Edmunds' data is more promising.",4.628,7,0,0,0
We should vote.,1.042,3,0,0,0
"Well, if we vote, there's something you should know.",2.167,9,0,0,0
Brand?,1.041,1,1,0,0
He has a right to know.,1.667,6,0,0,0
That has nothing to do with it.,1.751,7,0,0,0
- What does? - She's in love with Wolf Edmunds.,3.043,10,1,0,0
- Is that true? - Yes.,2.543,6,1,0,0
And that makes me want to follow my heart.,2.71,9,0,0,0
But maybe we've spent too long trying to figure all this out with theory.,3.669,14,0,0,0
"You're a scientist, Brand.",1.417,4,0,0,0
So listen to me...,1.542,4,0,0,1
when I say that love isn't something we invented. It's...,4.712,10,0,0,1
"observable, powerful.",2.335,2,0,0,0
It has to mean something.,1.709,5,0,0,0
"Love has meaning, yes. Social utility, social bonding, child rearing...",4.379,10,0,0,1
We love people who have died. Where's the social utility in that?,3.502,12,1,0,0
None.,1.042,1,0,0,0
"Maybe it means something more, something we can't...",3.878,8,0,0,1
yet understand.,2.042,2,0,0,0
"Maybe it's some evidence, some...",3.461,5,0,0,1
artifact of a higher dimension that we can't consciously perceive.,4.462,10,0,0,0
I'm drawn across the universe to someone I haven't seen in a decade...,4.795,13,0,0,1
who I know is probably dead.,2.835,6,0,0,0
Love is the one thing we're capable of perceiving...,3.336,9,0,0,1
that transcends dimensions of time and space.,2.836,7,0,0,0
"Maybe we should trust that, even if we can't understand it yet.",4.336,12,0,0,0
"All right, Cooper...",1.668,3,0,0,1
yes...,1.292,1,0,0,1
the tiniest possibility of seeing Wolf again excites me.,3.336,9,0,0,0
That doesn't mean I'm wrong.,1.668,5,0,0,0
"Honestly, Amelia...",2.167,2,0,0,1
it might.,1.167,2,0,0,0
"TARS, chart a course for Dr. Mann's.",2.71,7,0,0,0
We'll lose about a third again.,1.459,6,0,0,0
But next year...,1.542,3,0,0,1
Next year I'm gonna work Nelson's farm and we'll make it up.,2.835,12,0,0,0
What happened to Nelson?,1.834,4,1,0,0
"Murph, would you like some more soufflé?",2.21,7,1,0,0
"Oh, no. I'm full, thanks. It was delicious.",3.378,8,0,0,0
"Coop, finish your fritter, please.",2.001,5,0,0,0
Will you spend the night? Your room is exactly as you left it. it's ready.,3.712,15,1,0,0
I need to get back.,1.376,5,0,0,0
"My sewing machine is in there, but there's plenty...",2.543,9,0,0,1
I need to...,1.292,3,0,0,1
Too many memories.,1.543,3,0,0,0
"We might have something for that. Hey, Coop.",2.794,8,0,0,0
The dust.,1.292,2,0,0,0
"Lois, I have a friend who...",2.377,6,0,0,1
could look at his lungs.,1.834,5,0,0,0
"- Amelia, I'm sorry. - You were just being objective.",2.668,10,0,0,0
Unless you're punishing me for screwing up on Miller's planet.,3.461,10,0,0,0
"No, this wasn't a personal decision.",2.252,6,0,0,0
"If you're wrong, you will have a very personal decision to make.",4.045,12,0,0,0
Your fuel calculations are based on a return journey.,2.961,9,0,0,0
"Strike out on Mann's planet, and we'll have to decide whether to return home...",3.878,14,0,0,1
or push on to Edmunds' with Plan B.,2.126,8,0,0,0
Starting a colony could save us from extinction.,3.669,8,0,0,0
You might have to decide between seeing your children again...,3.169,10,0,0,1
and the future of the human race.,1.834,7,0,0,0
I trust you'll be as objective then.,1.709,7,0,0,0
He's been asking for you since he came to.,1.918,9,0,0,0
We were trying to reach you.,1.625,6,0,0,0
Murph.,1.041,1,0,0,0
"I'm here, professor.",1.501,3,0,0,0
I let you all down.,2.334,5,0,0,0
"No, you got us so far. Real close.",3.336,8,0,0,0
I'll finish what you started.,1.792,5,0,0,0
"Good, good Murph.",2.21,3,0,0,0
You had faith...,2.293,3,0,0,1
all those...,1.292,2,0,0,1
all those years.,1.793,3,0,0,0
I... I asked you to have faith.,3.92,7,0,0,1
I wanted you to believe...,2.793,5,0,0,1
that your father...,1.875,3,0,0,1
would come back.,1.835,3,0,0,0
"I do, professor.",1.292,3,0,0,0
"Forgive me, Murph.",1.501,3,0,0,0
There's nothing to forgive.,2.001,4,0,0,0
I...,1.041,1,0,0,1
"I lied, Murph.",1.834,3,0,0,0
I lied to you.,1.792,4,0,0,0
There was no need for him to...,3.21,7,0,0,1
To come back.,1.876,3,0,0,0
There is no way to help us.,3.335,7,0,0,0
But Plan A...,1.042,3,0,0,1
All this. All these people.,3.127,5,0,0,0
And the equation.,1.792,3,0,0,0
Did my father know?,1.751,4,1,0,0
Did he leave me?,1.709,4,1,0,0
Do...,1.041,1,0,0,1
not...,1.334,1,0,0,1
go...,1.25,1,0,0,1
gentle...,1.584,1,0,0,1
No.,1.167,1,0,0,0
No!,1.083,1,0,1,0
You can't leave.,1.667,3,0,0,0
You... No.,1.25,2,0,0,1
"Dr. Brand, I'm sorry to tell you that your father died today. He had no pain.",4.671,16,0,0,0
He was at peace.,1.667,4,0,0,0
I'm very sorry for your loss.,2.085,6,0,0,0
"Brand, did you know?",1.667,4,1,0,0
"He told you, right?",1.667,4,1,0,0
You knew.,1.376,2,0,0,0
This was all a sham.,1.793,5,0,0,0
You left us here.,2.084,4,0,0,0
To suffocate.,1.501,2,0,0,0
To starve.,1.334,2,0,0,0
Frozen cloud.,1.333,2,0,0,0
It's okay.,1.376,2,0,0,0
It's okay.,1.417,2,0,0,0
It's okay.,1.5,2,0,0,0
Pray you never learn...,2.001,4,0,0,1
just how good it can be to see another face.,3.336,10,0,0,0
"I hadn't a lot of hope to begin with, but...",2.502,10,0,0,1
"after so long, I had none.",2.335,6,0,0,0
My supplies were completely exhausted.,2.836,5,0,0,0
"The last time I went to sleep, I didn't even set a waking date.",3.753,14,0,0,0
You have literally raised me from the dead.,2.585,8,0,0,0
- Lazarus. - Hm.,2.168,4,0,0,0
"- What about the others? - I'm afraid you're it, sir.",3.252,11,1,0,0
"So far, surely.",2.418,3,0,0,0
"No, our present situation is that there's very little chance of rescuing any others.",4.837,14,0,0,0
Dr. Mann. Dr. Mann?,2.209,4,1,0,0
Tell us about your world.,1.793,5,0,0,0
"Our world, we hope.",1.876,4,0,0,0
"Our world, uh, is cold... stark...",3.795,6,0,0,1
but undeniably beautiful.,1.834,3,0,0,0
"The days are 67 hours long, cold.",3.252,7,0,0,0
The nights are... 67 far colder hours.,4.254,7,0,0,1
"The gravity is a very, very pleasant 80 percent of the Earth's.",4.336,12,0,0,0
"Now, up here where I landed, the water is alkali...",3.002,10,0,0,1
and the air has too much ammonia to breathe for more than just a few minutes...,3.753,16,0,0,1
"but down at the surface, and there is a surface...",4.587,10,0,0,1
the chlorine dissipates.,1.626,3,0,0,0
The ammonia gives way to crystalline hydrocarbons and breathable air.,3.878,10,0,0,0
To organics.,1.501,2,0,0,0
Possibly even to life.,2.335,4,0,0,0
We might be sharing this world.,1.918,6,0,0,0
These readings are from the surface?,1.959,6,1,0,0
"Over the years, I've dropped various probes.",3.169,7,0,0,0
- How far have you explored? - I've mounted several major expeditions.,3.419,12,1,0,0
"But with oxygen in limited supply, KIPP there really did most of the legwork.",4.253,14,0,0,0
"- What went wrong with him, sir? - Degeneration.",2.459,9,1,0,0
He misidentified the first organics we found as ammonia crystals.,3.586,10,0,0,0
"We struggled on for a time, but ultimately I decommissioned him and...",4.128,12,0,0,1
used his power source to keep the mission going.,2.168,9,0,0,0
I thought I was alone before I shut him down.,3.002,10,0,0,0
Would you like me to look at him?,1.668,8,1,0,0
No. No. He needs a human touch.,2.168,7,0,0,0
"Dr. Brand, CASE is relaying a message for you from the comm station.",4.503,13,0,0,0
Okay. Be right there. Excuse me.,2.46,6,0,0,0
"Dr. Brand, I'm sorry to tell you that your father died today.",2.585,12,0,0,0
He had no pain.,1.626,4,0,0,0
He was at peace.,1.5,4,0,0,0
I'm sorry for your loss.,1.834,5,0,0,0
Is that Murph?,1.042,3,1,0,0
She's... She's grown.,2.46,3,0,0,1
"Brand, did you know?",1.584,4,1,0,0
"He told you, right?",1.668,4,1,0,0
You knew.,1.292,2,0,0,0
This was all a sham.,1.501,5,0,0,0
You left us here.,1.668,4,0,0,0
To suffocate.,1.5,2,0,0,0
To starve.,1.375,2,0,0,0
Did my father know too?,1.584,5,1,0,0
Dad?,1.458,1,1,0,0
I just want to know...,1.918,5,0,0,1
if you left me here to die.,2.001,7,0,0,0
I just have to know.,2.001,5,0,0,0
"Cooper, my...",1.417,2,0,0,1
My father dedicated...,1.918,3,0,0,1
his whole life to Plan A. I have no idea what she's talking about.,5.004,14,0,0,0
I do.,1.167,2,0,0,0
He never even hoped to get the people off the Earth?,2.669,11,1,0,0
No.,1.209,1,0,0,0
But he's been trying to solve the gravity equation for 40 years.,3.837,12,0,0,0
"Amelia, your father solved his equation before I even left.",3.419,10,0,0,0
Then why wouldn't he use it?,1.876,6,1,0,0
The equation couldn't reconcile relativity with quantum mechanics. You need more.,3.961,11,0,0,0
More? More what?,1.918,3,1,0,0
More data. You need to see into a black hole.,3.002,10,0,0,0
The laws of nature prohibit a naked singularity.,2.085,8,0,0,0
"Romilly, is that true?",1.501,4,1,0,0
"If a black hole is an oyster, then the singularity's the pearl inside.",3.711,13,0,0,0
"The gravity's so strong, it's always hidden in darkness...",2.752,9,0,0,1
behind the horizon.,1.417,3,0,0,0
That's why we call it a black hole.,2.084,8,0,0,0
"Okay, but if we see beyond the horizon...",3.419,8,0,0,1
"We can't, Coop.",1.5,3,0,0,0
There are some things that aren't meant to be known.,2.502,10,0,0,0
Your father had to find another way to save the human race from extinction.,4.045,14,0,0,0
Plan B. A colony.,1.5,4,0,0,0
Why not tell people?,1.667,4,1,0,0
- Why keep building those stations? - He knew how hard it would be...,3.086,14,1,0,1
to get people to work together to save the species instead of themselves.,4.128,13,0,0,0
Or their children.,1.166,3,0,0,0
Bullshit.,1.042,1,0,0,0
You never would've come unless you believed you would save them.,2.793,11,0,0,0
Evolution has yet to transcend that simple barrier.,3.211,8,0,0,0
"We can care deeply, selflessly about...",2.46,6,0,0,1
"those we know, but that empathy rarely extends beyond our line of sight.",3.503,13,0,0,0
But the lie.,1.709,3,0,0,0
That monstrous lie?,2.419,3,1,0,0
Unforgivable.,1.292,1,0,0,0
And he knew that.,1.458,4,0,0,0
He was prepared to destroy his own humanity in order to save the species.,4.337,14,0,0,0
- He made an incredible sacrifice. - No.,2.418,8,0,0,0
An incredible sacrifice is being made by the people on Earth who are gonna die!,4.879,15,0,1,0
Because in his fucking arrogance...,2.168,5,0,0,1
he declared their case hopeless.,2.085,5,0,0,0
"I'm sorry, Cooper...",1.501,3,0,0,1
their case is hopeless.,1.459,4,0,0,0
No. No.,2.127,2,0,0,0
We are the future.,1.501,4,0,0,0
"Cooper, what can I do?",1.918,5,1,0,0
Let me go home.,1.834,4,0,0,0
You're absolutely positive?,1.918,3,1,0,0
His solution was correct. He'd had it for years.,2.502,9,0,0,0
- It's worthless? - It's half the answer.,2.627,8,1,0,0
"Okay, how do you find the other half?",3.002,8,1,0,0
Out there? A black hole.,1.667,5,1,0,0
- But stuck down here on Earth? - Yeah?,2.835,9,1,0,0
I'm not sure you can.,1.667,5,0,0,0
"God, they just pack up and leave.",2.668,7,0,0,0
What are they hoping to find?,2.085,6,1,0,0
Survival.,1.041,1,0,0,0
Damn it.,1.083,2,0,0,0
"Murph, don't...? Don't people have a right to know?",3.794,9,1,0,1
"Panic won't help. We just have to keep working, same as ever.",4.086,12,0,0,0
But isn't that exactly what Professor Brand was manipulating us to do?,3.336,12,1,0,0
Brand gave up on us. I'm still trying to solve this.,3.252,11,0,0,0
So...,1.083,1,0,0,1
do you have an idea?,1.667,5,1,0,0
A feeling.,1.333,2,0,0,0
I told you about my ghost.,2.001,6,0,0,0
My dad thought I called it a ghost...,2.043,8,0,0,1
because I was scared of it.,1.667,6,0,0,0
But I was never scared of it.,1.334,7,0,0,0
I called it a ghost because it felt...,2.668,8,0,0,1
It felt like a person.,1.667,5,0,0,0
It was trying to tell me something.,1.667,7,0,0,0
"If there's an answer here on Earth, it's back there...",3.002,10,0,0,1
"somehow, in that room.",1.918,4,0,0,0
So I have to find it.,1.751,6,0,0,0
We're running out of time.,1.751,5,0,0,0
What about auxiliary oxygen scrubbers?,2.001,5,1,0,0
"No, they can stay. I'll be sleeping anyway.",2.168,8,0,0,0
"- Hey, Coop? - Yeah?",1.584,5,1,0,0
I have a suggestion for your return journey.,2.001,8,0,0,0
"- Yeah, what's that? - Have one last crack at the black hole.",2.751,13,1,0,0
"I'm going home, Rom.",1.584,4,0,0,0
"Yeah, I know. This isn't going to cost you any time.",3.252,11,0,0,0
There's a chance for the people on Earth.,1.834,8,0,0,0
- Talk to me. - Gargantua's an older spinning black hole.,3.044,11,0,0,0
- It's what we call a gentle singularity. - Gentle?,3.878,10,1,0,0
They're hardly gentle. But the tidal gravity is so quick that...,3.461,11,0,0,1
"something crossing the horizon fast might survive. A probe, say.",4.253,10,0,0,0
- What happens after it crosses? - After the horizon is a complete mystery.,4.67,14,1,0,0
"So, what's to say there isn't some way that the probe...",3.085,11,0,0,1
can glimpse the singularity and relay the quantum data?,2.919,9,1,0,0
If he's equipped to transmit every form of energy that can pulse.,3.252,12,0,0,0
"Just when did this probe become a ""he,"" professor?",2.793,9,1,0,0
TARS is the obvious candidate.,1.751,5,0,0,0
I've already told him what to look for.,1.918,8,0,0,0
"I'd need the old optical transmitter off KIPP, Cooper.",2.71,9,0,0,0
You'd do this for us?,1.333,5,1,0,0
"Before you get all teary, remember that as a robot I have to do anything you say.",3.92,17,0,0,0
Your cue light's broken.,1.459,4,0,0,0
I'm not joking.,1.542,3,0,0,0
I'll need TARS to remove and adapt some components from KIPP.,3.252,11,0,0,0
I don't want to disturb his archival functions.,2.334,8,0,0,0
I'll supervise.,1.501,2,0,0,0
All right.,1.042,2,0,0,0
"Dr. Mann, we need to find three secure",2.156,8,0,0,0
"sites. One for Brand's lab, two for habitat.",2.502,8,0,0,0
"Once those modules have landed, you don't want to move them.",2.46,11,0,0,0
"I can take you to the probe sites, but I don't think...",2.543,12,0,0,1
these conditions will hold. I think we should wait.,2.71,9,0,0,0
CASE is headed down with the rest of the distillery equipment.,2.835,11,0,0,0
I'd really like to secure those sites by nightfall.,2.835,9,0,0,0
"Well, these squalls do usually blow over.",3.086,7,0,0,0
"Okay, then.",1.125,2,0,0,0
- You'll need a long-range transmitter. - Got it.,2.209,9,0,0,0
- Are you charged? - Yeah.,1.542,6,1,0,0
Follow me.,1.042,2,0,0,0
"TARS, 72 hours, yeah?",2.167,4,1,0,0
"Roger that, Cooper.",1.209,3,0,0,0
Brand told me why you feel you have to go back.,3.043,11,0,0,0
But I'd be remiss if I didn't at least mention...,2.751,10,0,0,1
that a mission such as ours could certainly use an extra engineer.,4.17,12,0,0,0
"You better slow down, turbo. Safety first, CASE, remember.",4.253,9,0,0,0
"Safety first, Cooper.",1.751,3,0,0,0
"I have to tell you, Dr. Mann, I'm honored to be a part of this.",3.002,15,0,0,0
"But once we set up base camp and secure those modules, my work's done here.",5.004,15,0,0,0
I'm going home.,1.334,3,0,0,0
You have attachments. But even without a family...,3.503,8,0,0,1
I can promise you that that yearning to be with other people is powerful.,4.461,14,0,0,0
That emotion is at the foundation...,3.335,6,0,0,1
of what makes us human. It's not to be taken lightly.,3.043,11,0,0,0
