dialogue,duration,word_count,has_qmark,has_exclaim,has_ellipsis
- How long have you had that cough? - A while.,2.585,11,1,0,0
Mom lets me play in here.,1.917,6,0,0,0
I don't touch your stuff.,1.25,5,0,0,0
Just take this gently.,1.626,4,0,0,0
"You know why we couldn't just send machines on these missions, don't you?",3.377,13,1,0,0
A machine doesn't improvise well because you can't program a fear of death.,4.629,13,0,0,0
Our survival instinct is our single greatest...,2.334,7,0,0,1
"source of inspiration. Take you, for example.",3.544,7,0,0,0
A father...,1.334,2,0,0,1
with a survival instinct that extends to your kids.,3.002,9,0,0,0
What does research tell us is the last thing you're going to see before you die?,4.671,16,1,0,0
Your children. Their faces.,2.459,4,0,0,0
"At the moment of death, your mind's gonna push...",2.585,9,0,0,1
a little bit harder to survive.,1.709,6,0,0,0
For them.,1.042,2,0,0,0
Deep breath.,1.25,2,0,0,0
"Uh, hey. I bet you're Coop. Why don't you have a seat here for me?",3.752,15,1,0,0
It's bad. They cannot stay here.,2.335,6,0,0,0
- Okay? - Yeah.,1.292,4,1,0,0
"TARS, what's taking so long?",1.459,5,1,0,0
"Professor, I am having trouble completing the boot up.",2.877,9,0,0,0
I don't understand.,1.542,3,0,0,0
It's funny.,1.25,2,0,0,0
When I left Earth...,1.626,4,0,0,1
I thought I was prepared to die.,2.084,7,0,0,0
The truth is...,1.334,3,0,0,1
I never really considered the possibility that my planet wasn't the one.,5.004,12,0,0,0
Nothing worked out the way it was supposed to.,2.335,9,0,0,0
Let's go.,1.042,2,0,0,0
"All right, buddy, give me a big deep breath.",2.794,9,0,0,0
What is this?,1.417,3,1,0,0
What are you doing?,1.092,4,1,0,0
I'm sorry! I can't let you leave with that ship.,2.732,10,0,1,0
We're gonna need it to complete the mission...,2.335,8,0,0,1
once the others realize what this place isn't.,3.419,8,0,0,0
We cannot survive here. I'm sorry!,2.751,6,0,1,0
I'm sorry!,1.042,2,0,1,0
- They can't stay here anymore. - You have to leave right now.,3.127,13,0,0,0
Let me make something abundantly clear. You have a responsibility...,3.544,10,0,0,1
"- Oh! Jesus! - Coop, get her stuff. She's going home.",3.127,11,0,1,0
"Dad didn't raise you to be this dumb, Tom!",1.917,9,0,1,0
"Dad didn't raise me, Grandpa did. And he's buried out back with Mom and Jesse.",4.086,15,0,0,0
You faked all the data?,2.669,5,1,0,0
Yeah.,1.083,1,0,0,0
There's no surface?,1.709,3,1,0,0
No.,1.167,1,0,0,0
"I tried to do my duty, Cooper...",2.001,7,0,0,1
but I knew the day that I arrived here that this place had nothing.,5.004,14,0,0,0
And I resisted the temptation for years...,3.794,7,0,0,1
but I knew that...,2.084,4,0,0,1
"if I just pressed that button, then...",2.835,7,0,0,1
somebody would come and save me.,2.001,6,0,0,0
You fucking coward.,1.5,3,0,0,0
Yes.,1.042,1,0,0,0
Yes.,1.042,1,0,0,0
Yes.,1.042,1,0,0,0
Yes.,1.042,1,0,0,0
"Listen, if you're not going to go, let your family go. Just save your family.",4.546,15,0,0,0
And we go live underground with you?,2.293,7,1,0,0
Pray that Daddy comes to save us?,1.918,7,1,0,0
Dad's not coming back. He never was coming back. It's up to me.,3.503,13,0,0,0
You're gonna save everybody?,1.876,4,1,0,0
- Because Dad couldn't do it. - Dad didn't even try!,2.835,11,0,1,0
Dad just abandoned us!,2.168,4,0,1,0
He left us here to die.,1.792,6,0,0,0
Nobody's going with you.,1.667,4,0,0,0
You gonna wait for your next kid to die?,2.71,9,1,0,0
Get out.,1.292,2,0,0,0
And don't come back.,1.334,4,0,0,0
You can keep my stuff.,1.834,5,0,0,0
Stop it!,1.375,2,0,1,0
No. No!,1.584,2,0,1,0
"Dr. Mann, there's a 50-50 chance you're gonna kill yourself!",2.877,10,0,1,0
Those are the best odds I've had in years.,2.001,9,0,0,0
"Don't judge me, Cooper.",1.835,4,0,0,0
You were never tested like I was.,2.252,7,0,0,0
Few men have been.,1.459,4,0,0,0
"You tried your best, Murph.",1.166,5,0,0,0
"You're feeling it, aren't you?",1.375,5,1,0,0
The survival instinct.,1.834,3,0,0,0
That's what drove me. it's what drives all of us. And it's what's gonna save us.,4.337,16,0,0,0
"Because I want to save all of us. For you, Cooper.",3.336,11,0,0,0
"I'm sorry, I can't watch you go through this. I'm sorry.",3.545,11,0,0,0
"I thought I could, but I can't.",2.669,7,0,0,0
I'm here. I'm here for you.,2.168,6,0,0,0
"Just listen to my voice, Cooper.",2.043,6,0,0,0
I'm right here.,1.334,3,0,0,0
You're not alone.,1.334,3,0,0,0
Do you see your children?,1.5,5,1,0,0
It's okay.,1.334,2,0,0,0
They're right there with you.,1.751,5,0,0,0
Did Professor Brand tell you that poem before you left?,2.585,10,1,0,0
Do you remember?,1.5,3,1,0,0
Do not go gentle into that good night,2.668,8,0,0,0
Old age should burn and rave,2.793,6,0,0,0
At close of day,1.584,4,0,0,0
"Rage, rage against the dying of the light",2.376,8,0,0,0
Brand! Help!,1.667,2,0,1,0
- Help! - Cooper?,1.959,4,1,1,0
CASE!,1.209,1,0,1,0
No air.,1.292,2,0,0,0
Ammonia.,1.209,1,0,0,0
"Cooper. Cooper, we're coming! CASE!",2.502,5,0,1,0
"- I have a fix. - Go! Go, go, go!",1.917,10,0,1,0
And away!,2.085,2,0,1,0
"Cooper, we're coming. Hang in there. Don't talk.",2.209,8,0,0,0
Try to breathe as little as possible. We're almost there.,2.293,10,0,0,0
"There's a security lockout, sir.",2.001,5,0,0,0
It requires a person to access function.,3.253,7,0,0,0
"It's all yours, sir.",1.501,4,0,0,0
Try not to breathe.,1.459,4,0,0,0
We're coming. We're coming right now.,1.667,6,0,0,0
"CASE, come on! Come on!",2.126,5,0,1,0
"We got to go faster, CASE! Faster, faster, faster!",2.71,9,0,1,0
Hang in there. Come on.,1.709,5,0,0,0
"I see him, I see him! CASE, bank! Bank right!",3.294,10,0,1,0
Cooper! Cooper!,1.542,2,0,1,0
I'm here!,1.083,2,0,1,0
This data makes no sense.,2.001,5,0,0,0
I'm sorry.,1.25,2,0,0,0
- What? - Mann was lying!,2.585,6,1,1,0
Go. Go.,1.793,2,0,0,0
Romilly.,1.042,1,0,0,0
Romilly!,1.042,1,0,1,0
"Romilly! Do you read me, Romilly?",2.418,6,1,1,0
"Step back, professor! Step back!",2.001,5,0,1,0
"- Romilly... - Romilly, do you read me?",2.585,8,1,0,1
Keep watch!,1.334,2,0,1,0
Lois?,1.125,1,1,0,0
"- What happened to caution, CASE? - Safety first, Cooper.",2.502,10,1,0,0
"Romilly? Romilly, do you read me? This is Brand.",3.419,9,1,0,0
Romilly?,1.042,1,1,0,0
Dr. Brand. Cooper. There's been an explosion.,2.585,7,0,0,0
Dr. Mann's compound.,1.793,3,0,0,0
"TARS, TARS, 10 o'clock!",2.042,4,0,1,0
Let me know when TARS is aboard.,1.959,7,0,0,0
Romilly did not survive.,1.876,4,0,0,0
I could not save him.,1.667,5,0,0,0
- TARS is in. - I'll take her now.,1.48,9,0,0,0
- Do we have a fix on the Ranger? - He's pushing into orbit!,2.877,14,1,1,0
"If he takes control of that ship, we're dead.",3.002,9,0,0,0
- He'd maroon us? - He is marooning us.,2.96,9,1,0,0
I'll meet you guys downstairs. Go wait by the car.,2.502,10,0,0,0
Come on! Give me your bag. Get in the backseat. Get in the backseat now!,4.212,15,0,1,0
"Dr. Mann, please respond.",1.918,4,0,0,0
"Dr. Mann, please respond!",2.085,4,0,1,0
He doesn't know the Endurance docking procedure.,2.209,7,0,0,0
- The autopilot does. - Not since TARS disabled it.,2.502,10,0,0,0
Nice.,1.042,1,0,0,0
"- What's your trust setting, TARS? - Lower than yours apparently.",2.918,11,1,0,0
"Do not attempt docking. I repeat, do not attempt docking.",3.544,10,0,0,0
Please res...,1.042,2,0,0,1
Auto-docking sequence withheld.,2.376,3,0,0,0
- Override. - Unauthorized.,2.669,4,0,0,0
Override.,1.333,1,0,0,0
Unauthorized.,1.876,1,0,0,0
"Do not attempt docking. I repeat, do not attempt docking. Please resp...",4.128,12,0,0,1
Moving slowly toward the Endurance.,2.167,5,0,0,0
Imperfect contact.,1.584,2,0,0,0
- Override. - Hatch lockout.,2.042,5,0,0,0
- Is he locked on yet? - Imperfectly.,2.543,8,1,0,0
"Dr. Mann, do not...",1.251,4,0,0,1
Hatch lockout disengaged.,3.002,3,0,0,0
"Dr. Mann, do not, I repeat, do not open the hatch.",3.502,11,0,0,0
"I repeat, do not open the hatch.",1.876,7,0,0,0
"If you open the hatch, the airlock will depressurize.",2.836,9,0,0,0
- What happens if he blows the airlock? - Nothing good.,2.32,11,1,0,0
"Okay, pull back. Retro thrusters, everything we've got, CASE!",2.627,9,0,1,0
- Thrusters are full! - Back!,1.709,6,0,1,0
Relay my transmission to the on board computer...,2.001,8,0,0,1
and have it rebroadcast as emergency P.A.,2.085,7,0,0,0
Dr. Mann...,1.041,2,0,0,1
"I repeat, do not open the inner hatch. I repeat...",2.877,10,0,0,1
Brand?,1.042,1,1,0,0
I don't know what he said to you...,2.043,8,0,0,1
but I am taking command of the Endurance.,2.669,8,0,0,0
And then we can talk about completing the mission.,2.042,9,0,0,0
"Dr. Mann, listen to me.",1.709,5,0,0,0
This is not about my life.,2.001,6,0,0,0
Or Cooper's life. This is about all mankind.,3.252,8,0,0,0
There is a moment...,1.417,4,0,0,1
It is not sa...,1.334,4,0,0,1
"Oh, my God.",1.041,3,0,0,0
CASE: There's no point using fuel to chase... - Analyze the Endurance's spin.,3.962,13,0,0,1
"- Cooper, what are you doing? - Docking.",2.209,8,1,0,0
"Endurance rotation is 67, 68 RPM.",2.836,6,0,0,0
"Okay, get ready to match our spin with the retro thrusters.",2.46,11,0,0,0
- it's not possible. - No...,2.084,6,0,0,1
it's necessary.,1.167,2,0,0,0
Endurance is hitting stratosphere!,2.168,4,0,1,0
She's got no heat shield.,2.043,5,0,0,0
"- CASE, you ready? - Ready.",1.751,6,1,0,0
Cooper! This is no time for caution.,3.169,7,0,1,0
"CASE, if I black out, you take the stick.",2.46,9,0,0,0
"TARS, get ready to engage the docking mechanism.",2.459,8,0,0,0
Endurance is starting to heat.,1.501,5,0,0,0
Twenty feet out.,1.334,3,0,0,0
"I need three degrees starboard, Cooper.",2.501,6,0,0,0
Ten feet out.,2.001,3,0,0,0
"Cooper, we are lined up.",2.502,5,0,0,0
Initiating spin!,1.584,2,0,1,0
"Come on, TARS.",1.208,3,0,0,0
"Come on, TARS!",1.543,3,0,1,0
"- We are locked, Cooper. - Locked. Easing up!",2.418,9,0,1,0
Easy.,1.334,1,0,0,0
Easy.,1.333,1,0,0,0
Retro thrusters!,1.501,2,0,1,0
Main engines on.,1.501,3,0,0,0
"Pushing out of orbit. Come on, baby.",2.71,7,0,0,0
Killing main engines!,1.668,3,0,1,0
"Okay, we're out of orbit.",1.667,5,0,0,0
Okay. And for our next trick!,2.877,6,0,1,0
it'll have to be good. We're heading into Gargantua's pull.,3.836,10,0,0,0
"Oh, shit.",1.042,2,0,0,0
"- CASE, take the stick. - Roger that.",1.793,8,0,0,0
"Cooper, we're slipping towards Gargantua.",2.335,5,0,0,0
Shall I use main engines?,1.96,5,1,0,0
No.,1.041,1,0,0,0
We got to let her slide as far as we can.,2.251,11,0,0,0
"- Give it to me. - There's good news, there's bad news.",2.877,12,0,0,0
"Yeah, I've heard that one, TARS. Give it to me straight.",3.627,11,0,0,0
"The backup generator kicked in, so the system's stable. They're all good.",3.211,12,0,0,0
Good.,1.041,1,0,0,0
Okay. The navigational hub has been completely destroyed.,3.335,8,0,0,0
We don't have enough life support to make it back to Earth...,2.96,12,0,0,1
but we can scratch our way to Edmunds' planet.,2.085,9,0,0,0
What about fuel?,1.334,3,1,0,0
Not enough. But I have a plan.,2.502,7,0,0,0
We let Gargantua pull us down close to her horizon.,4.003,10,0,0,0
"Then a powered slingshot around, launching us towards Edmunds' planet.",3.252,10,0,0,0
- Manually? - That's what I'm here for.,2.501,8,1,0,0
I'm gonna take us just inside the critical orbit.,2.71,9,0,0,0
- What about time slippage? - Neither of us has time to worry...,2.52,13,1,0,1
"about relativity right now, Dr. Brand.",1.668,6,0,0,0
"I'm sorry, Cooper.",1.501,3,0,0,0
Once we've gathered enough speed around Gargantua...,3.252,7,0,0,1
we use Lander 1...,1.834,4,0,0,1
and Ranger 2 as rocket boosters to...,2.293,7,0,0,1
push us out of the black hole's gravity.,2.001,8,0,0,0
The Lander's linkages have been destroyed...,2.668,6,0,0,1
so we'll have to control manually.,2.335,6,0,0,0
"Once Lander 1 is spent, TARS will detach...",3.461,8,0,0,1
And get sucked into that black hole.,1.709,7,0,0,0
Why does TARS have to detach?,1.959,6,1,0,0
We have to shed the weight to escape the gravity.,2.043,10,0,0,0
Newton's third law.,1.376,3,0,0,0
The only way humans have ever figured out of getting somewhere...,2.71,11,0,0,1
is to leave something behind.,1.543,5,0,0,0
"Cooper, you can't ask TARS to do this for us.",3.043,10,0,0,0
He's a robot. So you don't have to ask him to do anything.,3.836,13,0,0,0
"Cooper, you asshole!",1.292,3,0,1,0
"Sorry, you broke up a little bit there.",2.001,8,0,0,0
"It's what we intended, Dr. Brand.",2.251,6,0,0,0
It's our only chance to save people on Earth.,2.459,9,0,0,0
If I can find a way to transmit the quantum data I'll find in there...,3.211,15,0,0,1
they might still make it.,1.834,5,0,0,0
Let's just hope there's still someone there to save.,2.627,9,0,0,0
Maximum velocity achieved.,1.667,3,0,0,0
Prepare to fire escape thrusters.,2.502,5,0,0,0
Ready?,1.083,1,1,0,0
Ready.,1.417,1,0,0,0
Ready.,1.167,1,0,0,0
Main engine ignition in three... two...,3.127,6,0,0,1
one. Mark.,1.835,2,0,0,0
"Come on, baby.",1.25,3,0,0,0
"Lander 1 engines, on my mark.",2.168,6,0,0,0
Three...,1.042,1,0,0,1
two... one. Mark.,2.793,3,0,0,1
"Ranger 2 engines, on my mark.",2.585,6,0,0,0
"Three, two, one...",2.376,3,0,0,1
- Mark. - Fire!,1.167,4,0,1,0
This little maneuver's gonna cost us 51 years!,3.169,8,0,1,0
You don't sound so bad for pushing 120!,2.502,8,0,1,0
"Lander 1, prepare to detach on my mark.",3.169,8,0,0,0
"Three, two...",2.001,2,0,0,1
one. Mark.,1.584,2,0,0,0
Detach!,1.083,1,0,1,0
"- Goodbye, TARS. - Goodbye, Dr. Brand.",2.501,7,0,0,0
"- See you on the other side, Coop. - See you there, Slick!",3.002,13,0,1,0
"Okay, CASE.",1.584,2,0,0,0
- Nice reckless flying! - Learned from the master.,3.378,9,0,1,0
"- Ranger 2, prepare to detach. - What?",2.585,8,1,0,0
No! No! Cooper! What are you doing?,2.919,7,1,1,0
Newton's third law. You got to leave something behind.,3.711,9,0,0,0
You told me we had enough resources for both of us.,2.418,11,0,0,0
"We agreed, Amelia...",1.751,3,0,0,1
90 percent.,1.459,2,0,0,0
Don't.,1.084,1,0,0,0
Detach.,1.167,1,0,0,0
"Okay, I am nosing down.",2.752,5,0,0,0
Approaching the event horizon.,2.001,4,0,0,0
"Portside, dipping down beneath it...",2.251,5,0,0,1
to go through it.,1.667,4,0,0,0
Heading towards blackness.,2.835,3,0,0,0
I have a visual of the event.,2.001,7,0,0,0
It's all black.,1.375,3,0,0,0
"TARS, do you read me?",1.667,5,1,0,0
It's all blackness.,1.501,3,0,0,0
TARS! Do you read me? Over.,2.001,6,1,1,0
Okay.,1.167,1,0,0,0
Screens...,1.25,1,0,0,1
getting interference.,1.5,2,0,0,0
Losing control of the stick. I got flashes.,2.585,8,0,0,0
Flashes of lightness and blackness.,2.168,5,0,0,0
The turbulence in the gravity is increasing.,2.501,7,0,0,0
Ah.,1.25,1,0,0,0
The computers are going down. Agh.,2.835,6,0,0,0
Gravitational pull. I'm losing control of the stick.,2.835,8,0,0,0
"Murph? Murph, come on!",1.667,4,1,1,0
Eject. Eject.,2.001,2,0,0,0
Eject.,1.084,1,0,0,0
Eject.,1.166,1,0,0,0
Eject.,1.041,1,0,0,0
Eject.,1.084,1,0,0,0
Murph.,1.042,1,0,0,0
Murph! Murph! Murph!,2.168,3,0,1,0
Murph!,1.042,1,0,1,0
"No, no, no!",1.917,3,0,1,0
Murph!,1.292,1,0,1,0
Murph!,1.5,1,0,1,0
No! No!,1.042,2,0,1,0
"If you're leaving, just go.",1.959,5,0,0,0
"No, no. No.",1.167,3,0,0,0
"No, don't go. Don't go, you idiot.",2.335,7,0,0,0
Don't go!,1.292,2,0,1,0
Morse. Morse.,1.667,2,0,0,0
Morse.,1.042,1,0,0,0
Dot. Dot.,1.793,2,0,0,0
S.,1.042,1,0,0,0
T.,1.042,1,0,0,0
A.,1.083,1,0,0,0
Dash!,1.084,1,0,1,0
Dash! Dash!,1.334,2,0,1,0
Murph!,1.042,1,0,1,0
"Murph, we don't have time for this! Come on!",2.001,9,0,1,0
Y.,1.125,1,0,0,0
"""Stay!""",1.042,1,0,1,0
"Come on. Come on, Murph. Come on!",2.335,7,0,1,0
"What's it say? What's it say, Murph?",1.793,7,1,0,0
What's it say?,1.083,3,1,0,0
"""Stay.""",1.125,1,0,0,0
"Tell him, Murph.",1.459,3,0,0,0
Make him stay.,1.209,3,0,0,0
"Make him stay, Murph.",1.667,4,0,0,0
"Make him stay, Murph.",1.876,4,0,0,0
"Don't let me leave, Murph!",2.126,5,0,1,0
"Don't let me leave, Murph!",2.418,5,0,1,0
No! No! No!,2.334,3,0,1,0
It was you.,1.5,3,0,0,0
You were my ghost.,2.043,4,0,0,0
"Cooper. Cooper. Come in, Cooper.",3.002,5,0,0,0
- TARS? - Roger that.,2.502,5,1,0,0
- You survived. - Somewhere...,2.627,5,0,0,1
in their fifth dimension.,2.043,4,0,0,0
They saved us.,2.334,3,0,0,0
"Yeah? Who the hell is ""they""? And just why would they want to help us?",5.213,15,1,0,0
"I don't know, but they constructed this three-dimensional space...",2.71,9,0,0,1
inside their five-dimensional reality to allow you to understand it.,3.294,10,0,0,0
"Yeah, that ain't working.",1.959,4,0,0,0
"Yes, it is.",1.543,3,0,0,0
You've seen that time is represented here as a physical dimension.,3.878,11,0,0,0
You have worked out that you can exert a force across space-time.,2.835,12,0,0,0
Gravity to send a message.,3.168,5,0,0,0
Affirmative.,1.333,1,0,0,0
Gravity...,1.125,1,0,0,1
"can cross the dimensions, including time.",3.335,6,0,0,0
Apparently.,1.292,1,0,0,0
Do you have the quantum data?,2.001,6,1,0,0
Roger. I have it.,1.625,4,0,0,0
"I am transmitting it on all wavelengths, but nothing is getting out, Cooper.",4.003,13,0,0,0
I can do this. I can do this.,2.251,8,0,0,0
But such complicated data to a child?,2.751,7,1,0,0
Not just any child.,1.125,4,0,0,0
What else?,1.376,2,1,0,0
"Oh, come on, Dad.",2.168,4,0,0,0
"Murph, the fire's out! Come on!",2.168,6,0,1,0
"Even if you communicate it here, she won't understand its significance for years.",4.003,13,0,0,0
"I get that, TARS.",1.458,4,0,0,0
But we've got to figure something out or the people on Earth are gonna die. Think!,4.671,16,0,1,0
Cooper...,1.584,1,0,0,1
they didn't bring us here to change the past.,2.502,9,0,0,0
Say that again.,1.5,3,0,0,0
They didn't bring us here to change the past.,3.461,9,0,0,0
"No, they didn't bring us here at all.",1.959,8,0,0,0
We brought ourselves.,1.667,3,0,0,0
"TARS, give me the coordinates for NASA in binary.",4.045,9,0,0,0
In binary. Roger. Feeding data.,2.46,5,0,0,0
"""It's not a ghost.""",1.917,4,0,0,0
"""it's gravity.""",1.501,2,0,0,0
"Don't you get it yet, TARS?",1.668,6,1,0,0
I brought myself here!,1.793,4,0,1,0
We're here to communicate with the three-dimensional world.,3.503,8,0,0,0
We're the bridge!,1.5,3,0,1,0
I thought they chose me.,1.793,5,0,0,0
"- But they didn't choose me, they chose her. TARS: For what, Cooper?",3.669,13,1,0,0
To save the world.,1.668,4,0,0,0
All of this is one little girl's bedroom. Every moment.,4.378,10,0,0,0
It's infinitely complex.,1.417,3,0,0,0
"They have access to infinite time and space, but they're not bound by anything!",4.753,14,0,1,0
They can't find a specific place in time. They can't communicate.,4.671,11,0,0,0
That's why I'm here. I'm gonna find a way to tell Murph...,3.002,12,0,0,1
just like I found this moment.,1.5,6,0,0,0
"- How, Cooper? - Love, TARS, love.",2.335,7,1,0,0
It's just like Brand said. My connection with,2.325,8,0,0,0
"Murph, it is quantifiable. it's the key!",2.083,7,0,1,0
What are we here to do?,1.876,6,1,0,0
Find how to tell her.,1.876,5,0,0,0
The watch.,1.334,2,0,0,0
The watch.,1.167,2,0,0,0
That's it.,1.126,2,0,0,0
We code the data into the movement of the second hand.,3.002,11,0,0,0
"TARS, translate the data into Morse and feed it to me.",3.21,11,0,0,0
"Translating data to Morse. Cooper, what if she never came back for it?",4.295,13,1,0,0
She will. She will.,2.669,4,0,0,0
"Murph, I can see his car!",1.626,6,0,1,0
"He's coming, Murph!",1.167,3,0,1,0
Okay. I'm coming down.,1.835,4,0,0,0
How do you know?,1.501,4,1,0,0
Because I gave it to her.,1.835,6,0,0,0
Roger. Morse is dot-dot-dash-dot.,2.501,4,0,0,0
Dot-dot...,1.125,1,0,0,1
dash-dot.,1.667,1,0,0,0
Dot-dash-dot-dot.,1.667,1,0,0,0
Dot-dash-dot-dot.,2.668,1,0,0,0
Dash-dash-dash.,1.334,1,0,0,0
"Dash, dash, dash.",2.251,3,0,0,0
He came back!,1.334,3,0,1,0
It was him all the time! I didn't know. it was him!,4.169,12,0,1,0
Dad's gonna save us.,1.959,4,0,0,0
Eureka!,1.25,1,0,1,0
It's traditional.,1.334,2,0,0,0
Eureka!,1.625,1,0,1,0
Did it work?,1.501,3,1,0,0
I think it might have.,1.834,5,0,0,0
How do you know?,1.292,4,1,0,0
Because the bulk beings are closing the tesseract.,3.377,8,0,0,0
"Don't you get it yet, TARS?",2.001,6,1,0,0
"They're not ""beings.""",1.835,3,0,0,0
They're us.,1.334,2,0,0,0
"What I've been doing for Murph, they're doing for me.",3.127,10,0,0,0
For all of us.,1.5,4,0,0,0
"Cooper, people couldn't build this.",2.251,5,0,0,0
"No. No, not yet.",2.376,4,0,0,0
But one day.,1.459,3,0,0,0
Not you and me. But people.,3.21,6,0,0,0
A civilization that's evolved past the four dimensions we know.,4.044,10,0,0,0
What happens now?,1.501,3,1,0,0
Mr. Cooper.,1.459,2,0,0,0
"All right. Let's take it slow, sir.",1.709,7,0,0,0
"Nice and easy, Mr. Cooper.",2.126,5,0,0,0
"Remember, you're no spring chicken anymore. Actually, you are 124 years old.",5.045,12,0,0,0
"Take it slow, sir.",1.334,4,0,0,0
"You were, uh, extremely lucky.",2.293,5,0,0,0
The Rangers found you with only minutes left in your oxygen supply.,3.336,12,0,0,0
Where am I?,1.333,3,1,0,0
Cooper Station.,1.542,2,0,0,0
Currently orbiting Saturn.,1.542,3,0,0,0
Cooper Station.,2.043,2,0,0,0
Nice of you to name it after me.,2.001,8,0,0,0
What?,1.083,1,1,0,0
"The station isn't named after you, sir. It's, uh, named after your daughter.",3.211,13,0,0,0
Although she's always maintained just how important you were.,3.002,9,0,0,0
Is she still alive?,1.709,4,1,0,0
She'll be here in a couple weeks.,1.876,7,0,0,0
She is far too old to be transferring from another station...,2.46,11,0,0,1
but when she heard that you'd been found...,2.377,8,0,0,1
"well, this is, uh, Murphy Cooper we're talking about.",2.71,9,0,0,0
"Yes, it is.",1.501,3,0,0,0
We'll have you checked out of here in a couple days.,2.501,11,0,0,0
I'm sure you'll be excited to see what's in store.,2.501,10,0,0,0
"I actually, uh, did a paper on you in high school.",3.962,11,0,0,0
I know all about your life back on Earth.,2.335,9,0,0,0
"Oh, yeah.",1.167,2,0,0,0
Right.,1.25,1,0,0,0
"If... If you'll follow me, we've got a really good situation for you.",5.338,13,0,0,1
"So, uh, when I made my suggestion to Miss Cooper...",4.044,10,0,0,1
I was delighted to hear that she thought it was perfect.,2.794,11,0,0,0
It was just constant. Just that steady blow of dirt.,3.294,10,0,0,0
"Of course, I didn't speak to her personally.",2.918,8,0,0,0
We always set the plate upside-down.,2.001,6,0,0,0
"Glasses or cups, whatever it was, upside-down.",2.752,7,0,0,0
"Well, my dad was a farmer. Uh, like everybody else back then.",4.92,12,0,0,0
There just wasn't enough food.,2.46,5,0,0,0
"We wore little things, little strips...",2.71,6,0,0,1
of sheet over our nose and mouth so we wouldn't breathe so much of it.,5.171,15,0,0,0
"Well, it was pretty exciting for me because it was hope.",3.461,11,0,0,0
"I don't care who describes it, there is no way",2.187,10,0,0,0
for it to be exaggerated. It was that bad.,2.012,9,0,0,0
She did confirm just how much you loved farming.,3.669,9,0,0,0
"- Oh, she did, did she? - Yeah.",1.667,8,1,0,0
Come here.,1.209,2,0,0,0
Home sweet home. Everything replaced and put back where it...,4.962,10,0,0,1
"- Hey, is this...? - Oh, yeah.",2.043,7,1,0,1
The machine we found out near Saturn when we found you. Yes.,3.002,12,0,0,0
"Its, uh, power source was shot, but we could get you another one.",2.668,13,0,0,0
Yes. Please.,2.168,2,0,0,0
Settings.,1.334,1,0,0,0
General settings.,1.5,2,0,0,0
Security settings.,1.834,2,0,0,0
"Honesty, new setting:",2.293,3,0,0,0
95 percent.,1.625,2,0,0,0
Confirmed. Additional customization?,2.502,3,1,0,0
Humor:,1.126,1,0,0,0
75 percent.,1.501,2,0,0,0
Confirmed.,1.334,1,0,0,0
"Auto self-destruct T-minus 10, nine...",3.127,5,0,0,1
Let's make that 60 percent.,1.917,5,0,0,0
Sixty percent confirmed.,2.127,3,0,0,0
- Knock-knock. - You want 55?,3.086,6,1,0,0
Is this really what it was like?,2.127,7,1,0,0
"It was never this clean, Slick. Heh.",2.418,7,0,0,0
I don't care much for this pretending we're back where we started.,3.669,12,0,0,0
I want to know where we are.,2.293,7,0,0,0
Where we're going.,1.542,3,0,0,0
- Mr. Cooper. The family's all in there. - Yeah.,3.086,10,0,0,0
Family?,1.083,1,1,0,0
"Yeah, they all came out to see her. She's been in cryo-sleep for almost two years.",3.878,16,0,0,0
You told them I like farming.,1.875,6,0,0,0
"It was me, Murph.",1.667,4,0,0,0
I was your ghost.,1.792,4,0,0,0
I know.,1.626,2,0,0,0
People didn't believe me. They thought that I was doing it all myself.,4.712,13,0,0,0
But...,1.042,1,0,0,1
I knew who it was.,1.959,5,0,0,0
Nobody believed me.,2.168,3,0,0,0
But I knew you'd come back.,2.418,6,0,0,0
How?,1.208,1,1,0,0
Because my dad promised me.,3.127,5,0,0,0
"Well, I'm here now, Murph.",2.001,5,0,0,0
I'm here.,1.334,2,0,0,0
No.,1.333,1,0,0,0
No parent should have to watch their own child die.,4.128,10,0,0,0
I have my kids here for me now.,2.669,8,0,0,0
You go.,1.501,2,0,0,0
Where?,1.501,1,1,0,0
Brand.,1.584,1,0,0,0
She's out there...,1.626,3,0,0,1
setting up camp.,1.751,3,0,0,0
Alone...,1.709,1,0,0,1
in a strange galaxy.,2.669,4,0,0,0
Maybe right now she's settling in for the long nap...,4.67,10,0,0,1
by the light of our new sun...,2.835,7,0,0,1
in our new home.,2.042,4,0,0,0
